colno,verb id,tense id,aux id,person no,person,conjugation,stem,end,irregularS,irregularE,specialCalc,specialCase
943,11,7,2,3P,Ils,congèleraient,congèler,aient,1,,1,è
944,11,7,2,1P,Nous,congèlerions,congèler,ions,1,,1,è
945,11,7,2,2P,Vous,congèleriez,congèler,iez,1,,1,è
949,11,9,2,,,congelant,congel,ant,,,0,
950,11,10,2,,,congelé(s),congel,é(s),,,0,
951,11,10,2,,,congelée(s),congel,ée(s),,,0,
1005,12,1,2,1S,J',arguë,argu,ë,,1,0,
1006,12,1,2,2S,Tu,arguës,argu,ës,,1,0,
1007,12,1,2,3S,Il,arguë,argu,ë,,1,0,
1008,12,1,2,3P,Ils,arguënt,argu,ënt,,1,0,
1009,12,1,2,1P,Nous,arguons,argu,ons,,,0,
1010,12,1,2,2P,Vous,arguez,argu,ez,,,0,
1011,12,2,2,1S,J',arguërai,arguër,ai,1,,1,ë
1012,12,2,2,2S,Tu,arguëras,arguër,as,1,,1,ë
1013,12,2,2,3S,Il,arguëra,arguër,a,1,,1,ë
1014,12,2,2,3P,Ils,arguëront,arguër,ont,1,,1,ë
1015,12,2,2,1P,Nous,arguërons,arguër,ons,1,,1,ë
1016,12,2,2,2P,Vous,arguërez,arguër,ez,1,,1,ë
1017,12,3,2,1S,J',arguais,argu,ais,,,0,
1018,12,3,2,2S,Tu,arguais,argu,ais,,,0,
1019,12,3,2,3S,Il,arguait,argu,ait,,,0,
1020,12,3,2,3P,Ils,arguaient,argu,aient,,,0,
1021,12,3,2,1P,Nous,arguïons,argu,ïons,,1,0,
1022,12,3,2,2P,Vous,arguïez,argu,ïez,,1,0,
1023,12,4,2,1S,J',arguai,argu,ai,,,0,
1024,12,4,2,2S,Tu,arguas,argu,as,,,0,
1025,12,4,2,3S,Il,argua,argu,a,,,0,
1026,12,4,2,3P,Ils,arguèrent,argu,èrent,,,0,
1027,12,4,2,1P,Nous,arguâmes,argu,âmes,,,0,
1028,12,4,2,2P,Vous,argutes,argu,tes,,,0,
1029,12,5,2,1S,J',arguë,argu,ë,,1,0,
1030,12,5,2,2S,Tu,arguës,argu,ës,,1,0,
1031,12,5,2,3S,Il,arguë,argu,ë,,1,0,
1032,12,5,2,3P,Ils,arguent,argu,ent,,1,0,
1033,12,5,2,1P,Nous,arguïons,argu,ïons,,1,0,
1034,12,5,2,2P,Vous,arguïez,argu,ïez,,1,0,
1035,12,6,2,1S,J',arguasse,argu,asse,,,0,
1036,12,6,2,2S,Tu,arguasses,argu,asses,,,0,
1037,12,6,2,3S,Il,arguât,argu,ât,,,0,
1038,12,6,2,3P,Ils,arguassent,argu,assent,,,0,
1039,12,6,2,1P,Nous,arguassions,argu,assions,,,0,
1040,12,6,2,2P,Vous,arguassiez,argu,assiez,,,0,
1041,12,7,2,1S,J',arguërais,arguër,ais,1,,1,ë
1042,12,7,2,2S,Tu,arguërais,arguër,ais,1,,1,ë
1043,12,7,2,3S,Il,arguërait,arguër,ait,1,,1,ë
1044,12,7,2,3P,Ils,arguëraient,arguër,aient,1,,1,ë
1045,12,7,2,1P,Nous,arguërions,arguër,ions,1,,1,ë
1046,12,7,2,2P,Vous,arguëriez,arguër,iez,1,,1,ë
1050,12,9,2,,,arguant,argu,ant,,,0,
1051,12,10,2,,,argué(s),argu,é(s),,,0,
1052,12,10,2,,,arguée(s),argu,ée(s),,,0,
1106,13,1,2,1S,J',assiège,assièg,e,1,0,1,è
1107,13,1,2,2S,Tu,assièges,assièg,es,1,0,1,è
1108,13,1,2,3S,Il,assiège,assièg,e,1,,1,è
1109,13,1,2,3P,Ils,assiègent,assièg,ent,1,,1,è
1110,13,1,2,1P,Nous,assiégeons,assiége,ons,1,,1,e
1111,13,1,2,2P,Vous,assiégez,assiég,ez,,,0,
1112,13,2,2,1S,J',assiégerai,assiéger,ai,0,0,0,
1113,13,2,2,2S,Tu,assiégeras,assiéger,as,,,0,
1114,13,2,2,3S,Il,assiégera,assiéger,a,,,0,
1115,13,2,2,3P,Ils,assiégeront,assiéger,ont,,,0,
1116,13,2,2,1P,Nous,assiégerons,assiéger,ons,,,0,
1117,13,2,2,2P,Vous,assiégerez,assiéger,ez,,,0,
1118,13,3,2,1S,J',assiégeais,assiége,ais,1,,1,e
1119,13,3,2,2S,Tu,assiégeais,assiége,ais,1,,1,e
1120,13,3,2,3S,Il,assiégeait,assiége,ait,1,,1,e
1121,13,3,2,3P,Ils,assiégeaient,assiége,aient,1,,1,e
1122,13,3,2,1P,Nous,assiégions,assiég,ions,0,,0,
1123,13,3,2,2P,Vous,assiégiez,assiég,iez,,,0,
1124,13,4,2,1S,J',assiégeai,assiége,ai,1,,1,e
1125,13,4,2,2S,Tu,assiégeas,assiége,as,1,,1,e
1126,13,4,2,3S,Il,assiégea,assiége,a,1,,1,e
1127,13,4,2,3P,Ils,assiégèrent,assiég,èrent,,,0,
1128,13,4,2,1P,Nous,assiégeâmes,assiége,âmes,1,,1,e
1129,13,4,2,2P,Vous,assiégeâtes,assiége,âtes,1,,1,e
1130,13,5,2,1S,J',assiège,assièg,e,1,,1,è
1131,13,5,2,2S,Tu,assièges,assièg,es,1,,1,è
1132,13,5,2,3S,Il,assiège,assièg,e,1,,1,è
1133,13,5,2,3P,Ils,assiègent,assièg,ent,1,,1,è
1134,13,5,2,1P,Nous,assiégions,assiég,ions,0,,0,
1135,13,5,2,2P,Vous,assiégiez,assiég,iez,,,0,
1136,13,6,2,1S,J',assiégeasse,assiége,asse,1,,1,e
1137,13,6,2,2S,Tu,assiégeasses,assiége,asses,1,,1,e
1138,13,6,2,3S,Il,assiégeât,assiége,ât,1,,1,e
1139,13,6,2,3P,Ils,assiégeassent,assiége,assent,1,,1,e
1140,13,6,2,1P,Nous,assiégeassions,assiége,assions,1,,1,e
1141,13,6,2,2P,Vous,assiégeassiez,assiége,assiez,1,,1,e
1142,13,7,2,1S,J',assiégerais,assiéger,ais,,,0,
1143,13,7,2,2S,Tu,assiégerais,assiéger,ais,,,0,
1144,13,7,2,3S,Il,assiégerait,assiéger,ait,,,0,
1145,13,7,2,3P,Ils,assiégeraient,assiéger,aient,,,0,
1146,13,7,2,1P,Nous,assiégerions,assiéger,ions,,,0,
1147,13,7,2,2P,Vous,assiégeriez,assiéger,iez,,,0,
1151,13,9,2,,,assiégeant,assiég,eant,,,0,
1152,13,10,2,,,assiégé(s),assiég,é(s),,,0,
1153,13,10,2,,,assiégée(s),assiég,ée(s),,,0,
1207,14,1,2,1S,Je,commence,commenc,e,0,,0,
1208,14,1,2,2S,Tu,commences,commenc,es,,,0,
1209,14,1,2,3S,Il,commence,commenc,e,,,0,
1210,14,1,2,3P,Ils,commencent,commenc,ent,,,0,
1211,14,1,2,1P,Nous,commençons,commenç,ons,1,,1,ç
1212,14,1,2,2P,Vous,commencez,commenc,ez,,,0,
1213,14,2,2,1S,Je,commencerai,commencer,ai,0,,0,
1214,14,2,2,2S,Tu,commenceras,commencer,as,,,0,
1215,14,2,2,3S,Il,commencera,commencer,a,,,0,
1216,14,2,2,3P,Ils,commenceront,commencer,ont,,,0,
1217,14,2,2,1P,Nous,commencerons,commencer,ons,,,0,
1218,14,2,2,2P,Vous,commencerez,commencer,ez,,,0,
1219,14,3,2,1S,Je,commençais,commenç,ais,1,,1,ç
1220,14,3,2,2S,Tu,commençais,commenç,ais,1,,1,ç
1221,14,3,2,3S,Il,commençait,commenç,ait,1,,1,ç
1222,14,3,2,3P,Ils,commençaient,commenç,aient,1,,1,ç
1223,14,3,2,1P,Nous,commencions,commenc,ions,,,0,
1224,14,3,2,2P,Vous,commenciez,commenc,iez,,,0,
1225,14,4,2,1S,Je,commençai,commenç,ai,1,,1,ç
1226,14,4,2,2S,Tu,commenças,commenç,as,1,,1,ç
1227,14,4,2,3S,Il,commença,commenç,a,1,,1,ç
1228,14,4,2,3P,Ils,commencèrent,commenc,èrent,,,0,
1229,14,4,2,1P,Nous,commençâmes,commenç,âmes,1,,1,ç
1230,14,4,2,2P,Vous,commençâtes,commenç,âtes,1,,1,ç
1231,14,5,2,1S,Je,commence,commenc,e,,,0,
1232,14,5,2,2S,Tu,commences,commenc,es,,,0,
1233,14,5,2,3S,Il,commence,commenc,e,,,0,
1234,14,5,2,3P,Ils,commencent,commenc,ent,,,0,
1235,14,5,2,1P,Nous,commencions,commenc,ions,,,0,
1236,14,5,2,2P,Vous,commenciez,commenc,iez,,,0,
1237,14,6,2,1S,Je,commençasse,commenç,asse,1,,1,ç
1238,14,6,2,2S,Tu,commençasses,commenç,asses,1,,1,ç
1239,14,6,2,3S,Il,commençât,commenç,ât,1,,1,ç
1240,14,6,2,3P,Ils,commençassent,commenç,assent,1,,1,ç
1241,14,6,2,1P,Nous,commençassions,commenç,assions,1,,1,ç
1242,14,6,2,2P,Vous,commençassiez,commenç,assiez,1,,1,ç
1243,14,7,2,1S,Je,commencerais,commencer,ais,,,0,
1244,14,7,2,2S,Tu,commencerais,commencer,ais,,,0,
1245,14,7,2,3S,Il,commencerait,commencer,ait,,,0,
1246,14,7,2,3P,Ils,commenceraient,commencer,aient,,,0,
1247,14,7,2,1P,Nous,commencerions,commencer,ions,,,0,
1248,14,7,2,2P,Vous,commenceriez,commencer,iez,,,0,
1252,14,9,2,,,commençant,commenç,ant,1,,1,ç
1253,14,10,2,,,commencé(s),commenc,é(s),,,0,
1254,14,10,2,,,commencée(s),commenc,ée(s),,,0,
1308,15,1,2,1S,Je,crée,cré,e,,,0,
1309,15,1,2,2S,Tu,crées,cré,es,,,0,
1310,15,1,2,3S,Il,crée,cré,e,,,0,
1311,15,1,2,3P,Ils,créent,cré,ent,,,0,
1312,15,1,2,1P,Nous,créons,cré,ons,,,0,
1313,15,1,2,2P,Vous,créez,cré,ez,,,0,
1314,15,2,2,1S,Je,créerai,créer,ai,0,,0,
1315,15,2,2,2S,Tu,créeras,créer,as,,,0,
1316,15,2,2,3S,Il,créera,créer,a,,,0,
1317,15,2,2,3P,Ils,créeront,cré,eront,,,0,
1318,15,2,2,1P,Nous,créerons,créer,ons,,,0,
1319,15,2,2,2P,Vous,créerez,créer,ez,,,0,
1320,15,3,2,1S,Je,créais,cré,ais,,,0,
1321,15,3,2,2S,Tu,créais,cré,ais,,,0,
1322,15,3,2,3S,Il,créait,cré,ait,,,0,
1323,15,3,2,3P,Ils,créaient,cré,aient,,,0,
1324,15,3,2,1P,Nous,créions,cré,ions,,,0,
1325,15,3,2,2P,Vous,créiez,cré,iez,,,0,
1326,15,4,2,1S,Je,créai,cré,ai,,,0,
1327,15,4,2,2S,Tu,créas,cré,as,,,0,
1328,15,4,2,3S,Il,créa,cré,a,,,0,
1329,15,4,2,3P,Ils,créèrent,cré,èrent,,,0,
1330,15,4,2,1P,Nous,créâmes,cré,âmes,,,0,
1331,15,4,2,2P,Vous,créâtes,cré,âtes,,,0,
1332,15,5,2,1S,Je,crée,cré,e,,,0,
1333,15,5,2,2S,Tu,crées,cré,es,,,0,
1334,15,5,2,3S,Il,crée,cré,e,,,0,
1335,15,5,2,3P,Ils,créent,cré,ent,,,0,
1336,15,5,2,1P,Nous,créions,cré,ions,,,0,
1337,15,5,2,2P,Vous,créiez,cré,iez,,,0,
1338,15,6,2,1S,Je,créasse,cré,asse,,,0,
1339,15,6,2,2S,Tu,créasses,cré,asses,,,0,
1340,15,6,2,3S,Il,créât,cré,ât,,,0,
1341,15,6,2,3P,Ils,créassent,cré,assent,,,0,
1342,15,6,2,1P,Nous,créassions,cré,assions,,,0,
1343,15,6,2,2P,Vous,créassiez,cré,assiez,,,0,
1344,15,7,2,1S,Je,créerais,créer,ais,0,,0,
1345,15,7,2,2S,Tu,créerais,créer,ais,,,0,
1346,15,7,2,3S,Il,créerait,créer,ait,,,0,
1347,15,7,2,3P,Ils,créeraient,créer,aient,,,0,
1348,15,7,2,1P,Nous,créerions,créer,ions,,,0,
1349,15,7,2,2P,Vous,créeriez,créer,iez,,,0,
1353,15,9,2,,,créant,cré,ant,,,0,
1354,15,10,2,,,créé(s),cré,é(s),,,0,
1355,15,10,2,,,créée(s),cré,ée(s),,,0,
1409,16,1,2,1S,J',emploie,emploi,e,1,,1,i
1410,16,1,2,2S,Tu,emploies,emploi,es,1,,1,i
1411,16,1,2,3S,Il,emploie,emploi,e,1,,1,i
1412,16,1,2,3P,Ils,emploient,emploi,ent,1,,1,i
1413,16,1,2,1P,Nous,employons,employ,ons,,,0,
1414,16,1,2,2P,Vous,employez,employ,ez,,,0,
1415,16,2,2,1S,J',emploierai,emploier,ai,1,,1,i
1416,16,2,2,2S,Tu,emploieras,emploier,as,1,,1,i
1417,16,2,2,3S,Il,emploiera,emploier,a,1,,1,i
1418,16,2,2,3P,Ils,emploieront,emploier,ont,1,,1,i
1419,16,2,2,1P,Nous,emploierons,emploier,ons,1,,1,i
1420,16,2,2,2P,Vous,emploierez,emploier,ez,1,,1,i
1421,16,3,2,1S,Je,employais,employ,ais,,,0,
1422,16,3,2,2S,Tu,employais,employ,ais,,,0,
1423,16,3,2,3S,Il,employait,employ,ait,,,0,
1424,16,3,2,3P,Ils,employaient,employ,aient,,,0,
1425,16,3,2,1P,Nous,employions,employ,ions,,,0,
1426,16,3,2,2P,Vous,employiez,employ,iez,,,0,
1427,16,4,2,1S,J',employai,employ,ai,,,0,
1428,16,4,2,2S,Tu,employas,employ,as,,,0,
1429,16,4,2,3S,Il,employa,employ,a,,,0,
1430,16,4,2,3P,Ils,employèrent,employ,èrent,,,0,
1431,16,4,2,1P,Nous,employâmes,employ,âmes,,,0,
1432,16,4,2,2P,Vous,employâtes,employ,âtes,,,0,
1433,16,5,2,1S,J',emploie,emploi,e,1,,1,i
1434,16,5,2,2S,Tu,emploies,emploi,es,1,,1,i
1435,16,5,2,3S,Il,emploie,emploi,e,1,,1,i
1436,16,5,2,3P,Ils,emploient,emploi,ent,1,,1,i
1437,16,5,2,1P,Nous,employions,employ,ions,,,0,
1438,16,5,2,2P,Vous,employiez,employ,iez,,,0,
1439,16,6,2,1S,Je,employasse,employ,asse,,,0,
1440,16,6,2,2S,Tu,employasses,employ,asses,0,,0,
1441,16,6,2,3S,Il,employât,employ,ât,,,0,
1442,16,6,2,3P,Ils,employassent,employ,assent,,,0,
1443,16,6,2,1P,Nous,employassions,employ,assions,,,0,
1444,16,6,2,2P,Vous,employassiez,employ,assiez,,,0,
1445,16,7,2,1S,J',emploierais,emploier,ais,1,,1,i
1446,16,7,2,2S,Tu,emploierais,emploier,ais,1,,1,i
1447,16,7,2,3S,Il,emploierait,emploier,ait,1,,1,i
1448,16,7,2,3P,Ils,emploieraient,emploier,aient,1,,1,i
1449,16,7,2,1P,Nous,emploierions,emploier,ions,1,,1,i
1450,16,7,2,2P,Vous,emploieriez,emploier,iez,1,,1,i
1454,16,9,2,,,employant,employ,ant,,,0,
1455,16,10,2,,,employé(s),employ,é(s),,,0,
1456,16,10,2,,,employée(s),employ,ée(s),,,0,
1510,17,1,2,1S,J',envoie,envoi,e,1,,1,i
1511,17,1,2,2S,Tu,envoies,envoi,es,1,,1,i
1512,17,1,2,3S,Il,envoie,envoi,e,1,,1,i
1513,17,1,2,3P,Ils,envoient,envoi,ent,1,,1,i
1514,17,1,2,1P,Nous,envoyons,envoy,ons,,,0,
1515,17,1,2,2P,Vous,envoyez,envoy,ez,,,0,
1516,17,2,2,1S,J',enverrai,enverr,ai,1,,0,
1517,17,2,2,2S,Tu,enverras,enverr,as,1,,0,
1518,17,2,2,3S,Il,enverra,enverr,a,1,,0,
1519,17,2,2,3P,Ils,enverront,enverr,ont,1,,0,
1520,17,2,2,1P,Nous,enverrons,enverr,ons,1,,0,
1521,17,2,2,2P,Vous,enverrez,enverr,ez,1,,0,
1522,17,3,2,1S,J',envoyais,envoy,ais,,,0,
1523,17,3,2,2S,Tu,envoyais,envoy,ais,,,0,
1524,17,3,2,3S,Il,envoyait,envoy,ait,,,0,
1525,17,3,2,3P,Ils,envoyaient,envoy,aient,,,0,
1526,17,3,2,1P,Nous,envoyions,envoy,ions,,,0,
1527,17,3,2,2P,Vous,envoyiez,envoy,iez,,,0,
1528,17,4,2,1S,J',envoyai,envoy,ai,,,0,
1529,17,4,2,2S,Tu,envoyas,envoy,as,,,0,
1530,17,4,2,3S,Il,envoya,envoy,a,,,0,
1531,17,4,2,3P,Ils,envoyèrent,envoy,èrent,,,0,
1532,17,4,2,1P,Nous,envoyâmes,envoy,âmes,,,0,
1533,17,4,2,2P,Vous,envoyâtes,envoy,âtes,,,0,
1534,17,5,2,1S,J',envoie,envoi,e,1,,1,i
1535,17,5,2,2S,Tu,envoies,envoi,es,1,,1,i
1536,17,5,2,3S,Il,envoie,envoi,e,1,,1,i
1537,17,5,2,3P,Ils,envoient,envoi,ent,1,,1,i
1538,17,5,2,1P,Nous,envoyions,envoy,ions,,,0,
1539,17,5,2,2P,Vous,envoyiez,envoy,iez,,,0,
1540,17,6,2,1S,J',envoyasse,envoy,asse,,,0,
1541,17,6,2,2S,Tu,envoyasses,envoy,asses,,,0,
1542,17,6,2,3S,Il,envoyât,envoy,ât,,,0,
1543,17,6,2,3P,Ils,envoyassent,envoy,assent,,,0,
1544,17,6,2,1P,Nous,envoyassions,envoy,assions,,,0,
1545,17,6,2,2P,Vous,envoyassiez,envoy,assiez,,,0,
1546,17,7,2,1S,J',enverrais,enverr,ais,1,,0,
1547,17,7,2,2S,Tu,enverrais,enverr,ais,1,,0,
1548,17,7,2,3S,Il,enverrait,enverr,ait,1,,0,
1549,17,7,2,3P,Ils,enverraient,enverr,aient,1,,0,
1550,17,7,2,1P,Nous,enverrions,enverr,ions,1,,0,
1551,17,7,2,2P,Vous,enverriez,enverr,iez,1,,0,
1555,17,9,2,,,envoyant,envoy,ant,,,0,
1556,17,10,2,,,envoyé(s),envoy,é(s),,,0,
1557,17,10,2,,,envoyée(s),envoy,ée(s),,,0,
1611,18,1,2,1S,J',espère,espèr,e,1,,1,è
1612,18,1,2,2S,Tu,espères,espèr,es,1,,1,è
1613,18,1,2,3S,Il,espère,espèr,e,1,,1,è
1614,18,1,2,3P,Ils,espèrent,espèr,ent,1,,1,è
1615,18,1,2,1P,Nous,espérons,espér,ons,,,0,
1616,18,1,2,2P,Vous,espérez,espér,ez,,,0,
1617,18,2,2,1S,J',espérerai,espérer,ai,,,0,
1618,18,2,2,2S,Tu,espéreras,espérer,as,,,0,
1619,18,2,2,3S,Il,espérera,espérer,a,,,0,
1620,18,2,2,3P,Ils,espéreront,espérer,ont,,,0,
1621,18,2,2,1P,Nous,espérerons,espérer,ons,,,0,
1622,18,2,2,2P,Vous,espérerez,espérer,ez,,,0,
1623,18,3,2,1S,J',espérais,espér,ais,,,0,
1624,18,3,2,2S,Tu,espérais,espér,ais,,,0,
1625,18,3,2,3S,Il,espérait,espér,ait,,,0,
1626,18,3,2,3P,Ils,espéraient,espér,aient,,,0,
1627,18,3,2,1P,Nous,espérions,espér,ions,,,0,
1628,18,3,2,2P,Vous,espériez,espér,iez,,,0,
1629,18,4,2,1S,J',espérai,espér,ai,,,0,
1630,18,4,2,2S,Tu,espéras,espér,as,,,0,
1631,18,4,2,3S,Il,espéra,espér,a,,,0,
1632,18,4,2,3P,Ils,espérèrent,espér,èrent,,,0,
1633,18,4,2,1P,Nous,espérâmes,espér,âmes,,,0,
1634,18,4,2,2P,Vous,espérâtes,espér,âtes,,,0,
1635,18,5,2,1S,J',espère,espèr,e,1,,1,è
1636,18,5,2,2S,Tu,espères,espèr,es,1,,1,è
1637,18,5,2,3S,Il,espère,espèr,e,1,,1,è
1638,18,5,2,3P,Ils,espèrent,espèr,ent,1,,1,è
1639,18,5,2,1P,Nous,espérions,espér,ions,,,0,
1640,18,5,2,2P,Vous,espériez,espér,iez,,,0,
1641,18,6,2,1S,J',espérasse,espér,asse,,,0,
1642,18,6,2,2S,Tu,espérasses,espér,asses,,,0,
1643,18,6,2,3S,Il,espérât,espér,ât,,,0,
1644,18,6,2,3P,Ils,espérassent,espér,assent,,,0,
1645,18,6,2,1P,Nous,espérassions,espér,assions,,,0,
1646,18,6,2,2P,Vous,espérassiez,espér,assiez,,,0,
1647,18,7,2,1S,J',espérerais,espérer,ais,,,0,
1648,18,7,2,2S,Tu,espérerais,espérer,ais,,,0,
1649,18,7,2,3S,Il,espérerait,espérer,ait,,,0,
1650,18,7,2,3P,Ils,espéreraient,espérer,aient,,,0,
1651,18,7,2,1P,Nous,espérerions,espérer,ions,,,0,
1652,18,7,2,2P,Vous,espéreriez,espérer,iez,,,0,
1656,18,9,2,,,espérant,espér,ant,,,0,
1657,18,10,2,,,espéré(s),espér,é(s),,,0,
1658,18,10,2,,,espérée(s),espér,ée(s),,,0,
1712,19,1,2,1S,J',essaie,essai,e,1,,1,i
1713,19,1,2,2S,Tu,essaies,essai,es,1,,1,i
1714,19,1,2,3S,Il,essaie,essai,e,1,,1,i
1715,19,1,2,3P,Ils,essaient,essai,ent,1,,1,i
1716,19,1,2,1P,Nous,essayons,essay,ons,,,0,
1717,19,1,2,2P,Vous,essayez,essay,ez,,,0,
1718,19,2,2,1S,J',essaierai,essaier,ai,1,,1,i
1719,19,2,2,2S,Tu,essaieras,essaier,as,1,,1,i
1720,19,2,2,3S,Il,essaiera,essaier,a,1,,1,i
1721,19,2,2,3P,Ils,essaieront,essaier,ont,1,,1,i
1722,19,2,2,1P,Nous,essaierons,essaier,ons,1,,1,i
1723,19,2,2,2P,Vous,essaierez,essaier,ez,1,,1,i
1724,19,3,2,1S,J',essayais,essay,ais,,,0,
1725,19,3,2,2S,Tu,essayais,essay,ais,,,0,
1726,19,3,2,3S,Il,essayait,essay,ait,,,0,
1727,19,3,2,3P,Ils,essayaient,essay,aient,,,0,
1728,19,3,2,1P,Nous,essayions,essay,ions,,,0,
1729,19,3,2,2P,Vous,essayiez,essay,iez,,,0,
1730,19,4,2,1S,J',essayai,essay,ai,,,0,
1731,19,4,2,2S,Tu,essayas,essay,as,,,0,
1732,19,4,2,3S,Il,essaya,essay,a,,,0,
1733,19,4,2,3P,Ils,essayèrent,essay,èrent,,,0,
1734,19,4,2,1P,Nous,essayâmes,essay,âmes,,,0,
1735,19,4,2,2P,Vous,essayâtes,essay,âtes,,,0,
1736,19,5,2,1S,J',essaie,essai,e,1,,1,i
1737,19,5,2,2S,Tu,essaies,essai,es,1,,1,i
1738,19,5,2,3S,Il,essaie,essai,e,1,,1,i
1739,19,5,2,3P,Ils,essaient,essai,ent,1,,1,i
1740,19,5,2,1P,Nous,essayions,essay,ions,,,0,
1741,19,5,2,2P,Vous,essayiez,essay,iez,,,0,
1742,19,6,2,1S,J',essayasse,essay,asse,,,0,
1743,19,6,2,2S,Tu,essayasses,essay,asses,,,0,
1744,19,6,2,3S,Il,essayât,essay,ât,,,0,
1745,19,6,2,3P,Ils,essayassent,essay,assent,,,0,
1746,19,6,2,1P,Nous,essayassions,essay,assions,,,0,
1747,19,6,2,2P,Vous,essayassiez,essay,assiez,,,0,
1748,19,7,2,1S,J',essaierais,essaier,ais,1,,1,i
1749,19,7,2,2S,Tu,essaierais,essaier,ais,1,,1,i
1750,19,7,2,3S,Il,essaierait,essaier,ait,1,,1,i
1751,19,7,2,3P,Ils,essaieraient,essaier,aient,1,,1,i
1752,19,7,2,1P,Nous,essaierions,essaier,ions,1,,1,i
1753,19,7,2,2P,Vous,essaieriez,essaier,iez,1,,1,i
1757,19,9,2,,,essayant,essay,ant,,,0,
1758,19,10,2,,,essayé(s),essay,é(s),,,0,
1759,19,10,2,,,essayée(s),essay,ée(s),,,0,
1813,20,1,2,1S,J',essuie,essui,e,1,,1,i
1814,20,1,2,2S,Tu,essuies,essui,es,1,,1,i
1815,20,1,2,3S,Il,essuie,essui,e,1,,1,i
1816,20,1,2,3P,Ils,essuient,essui,ent,1,,1,i
1817,20,1,2,1P,Nous,essuyons,essuy,ons,,,0,
1818,20,1,2,2P,Vous,essuyez,essuy,ez,,,0,
1819,20,2,2,1S,J',essuierai,essuier,ai,1,,1,i
1820,20,2,2,2S,Tu,essuieras,essuier,as,1,,1,i
1821,20,2,2,3S,Il,essuiera,essuier,a,1,,1,i
1822,20,2,2,3P,Ils,essuieront,essuier,ont,1,,1,i
1823,20,2,2,1P,Nous,essuierons,essuier,ons,1,,1,i
1824,20,2,2,2P,Vous,essuierez,essuier,ez,1,,1,i
1825,20,3,2,1S,J',essuyais,essuy,ais,,,0,
1826,20,3,2,2S,Tu,essuyais,essuy,ais,,,0,
1827,20,3,2,3S,Il,essuyait,essuy,ait,,,0,
1828,20,3,2,3P,Ils,essuyaient,essuy,aient,,,0,
1829,20,3,2,1P,Nous,essuyions,essuy,ions,,,0,
1830,20,3,2,2P,Vous,essuyiez,essuy,iez,,,0,
1831,20,4,2,1S,J',essuyai,essuy,ai,,,0,
1832,20,4,2,2S,Tu,essuyas,essuy,as,,,0,
1833,20,4,2,3S,Il,essuya,essuy,a,,,0,
1834,20,4,2,3P,Ils,essuyèrent,essuy,èrent,,,0,
1835,20,4,2,1P,Nous,essuyâmes,essuy,âmes,,,0,
1836,20,4,2,2P,Vous,essuyâtes,essuy,âtes,,,0,
1837,20,5,2,1S,J',essuie,essui,e,1,,1,i
1838,20,5,2,2S,Tu,essuies,essui,es,1,,1,i
1839,20,5,2,3S,Il,essuie,essui,e,1,,1,i
1840,20,5,2,3P,Ils,essuient,essui,ent,1,,1,i
1841,20,5,2,1P,Nous,essuyions,essuy,ions,,,0,
1842,20,5,2,2P,Vous,essuyiez,essuy,iez,,,0,
1843,20,6,2,1S,J',essuyasse,essuy,asse,,,0,
1844,20,6,2,2S,Tu,essuyasses,essuy,asses,,,0,
1845,20,6,2,3S,Il,essuyât,essuy,ât,,,0,
1846,20,6,2,3P,Ils,essuyassent,essuy,assent,,,0,
1847,20,6,2,1P,Nous,essuyassions,essuy,assions,,,0,
1848,20,6,2,2P,Vous,essuyassiez,essuy,assiez,,,0,
1849,20,7,2,1S,J',essuierais,essuier,ais,1,,1,i
1850,20,7,2,2S,Tu,essuierais,essuier,ais,1,,1,i
1851,20,7,2,3S,Il,essuierait,essuier,ait,1,,1,i
1852,20,7,2,3P,Ils,essuieraient,essuier,aient,1,,1,i
1853,20,7,2,1P,Nous,essuierions,essuier,ions,1,,1,i
1854,20,7,2,2P,Vous,essuieriez,essuier,iez,1,,1,i
1858,20,9,2,,,essuyant,essuy,ant,,,0,
1859,20,10,2,,,essuyé(s),essuy,é(s),,,0,
1860,20,10,2,,,essuyée(s),essuy,ée(s),,,0,
1914,21,1,2,1S,J',étudie,étudi,e,,,0,
1915,21,1,2,2S,Tu,étudies,étudi,es,,,0,
1916,21,1,2,3S,Il,étudie,étudi,e,,,0,
1917,21,1,2,3P,Ils,étudient,étudi,ent,,,0,
1918,21,1,2,1P,Nous,étudiions,étudi,ions,,,0,
1919,21,1,2,2P,Vous,étudiez,étudi,ez,,,0,
1920,21,2,2,1S,J',étudierai,étudier,ai,,,0,
1921,21,2,2,2S,Tu,étudieras,étudier,as,,,0,
1922,21,2,2,3S,Il,étudiera,étudier,a,,,0,
1923,21,2,2,3P,Ils,étudieront,étudier,ont,,,0,
1924,21,2,2,1P,Nous,étudierons,étudier,ons,,,0,
1925,21,2,2,2P,Vous,étudierez,étudier,ez,,,0,
1926,21,3,2,1S,J',étudiais,étudi,ais,,,0,
1927,21,3,2,2S,Tu,étudiais,étudi,ais,,,0,
1928,21,3,2,3S,Il,étudiait,étudi,ait,,,0,
1929,21,3,2,3P,Ils,étudiaient,étudi,aient,,,0,
1930,21,3,2,1P,Nous,étudiions,étudi,ions,,,0,
1931,21,3,2,2P,Vous,étudiiez,étudi,iez,,,0,
1932,21,4,2,1S,J',étudiai,étudi,ai,,,0,
1933,21,4,2,2S,Tu,étudias,étudi,as,,,0,
